Name,Height,Weight,Nationality,Climbing,General_Classification,Time_Trial,Sprint,One_Day_Races
Jean-Lou  Paiani, 1.91 m, 77 kg   ,France,2Climber,25GC,0Time trial,132Sprint,44One day races
Kristoffer  Skjerping, 1.82 m, 71 kg   ,Norway,44Climber,55GC,93Time trial,386Sprint,182One day races
Andrei  Solomennikov, 1.78 m, 72 kg   ,Russia,61Climber,138GC,112Time trial,315Sprint,147One day races
Giacomo  Berlato, 1.69 m, 60 kg   ,Italy,17Climber,90GC,77Time trial,59Sprint,32One day races
Miculà  Dematteis,NaN,NaN,Italy,14Climber,20GC,11Time trial,90Sprint,48One day races
Nick  Schultz, 1.80 m, 68 kg   ,Australia,532Climber,539GC,34Time trial,140Sprint,178One day races
José  Herrada, 1.75 m, 65 kg   ,Spain,940Climber,1064GC,326Time trial,328Sprint,563One day races
Jos van Emden, 1.86 m, 74 kg   ,Netherlands,128Climber,1123GC,3859Time trial,754Sprint,877One day races
Edward  Ravasi, 1.81 m, 61 kg   ,Italy,226Climber,326GC,20Time trial,5Sprint,80One day races
Charlie  Quarterman, 1.80 m, 75 kg   ,Great Britain,0Climber,20GC,49Time trial,1Sprint,5One day races
Jasper  Stuyven, 1.86 m, 78 kg   ,Belgium,2120Climber,848GC,88Time trial,2201Sprint,3731One day races
Glenn  D'Hollander, 1.83 m, 74 kg   ,Belgium,30Climber,336GC,169Time trial,537Sprint,328One day races
Gediminas  Bagdonas, 1.85 m, 78 kg   ,Lithuania,90Climber,362GC,566Time trial,1058Sprint,692One day races
Valerio  Conti, 1.72 m, 61 kg   ,Italy,1006Climber,773GC,258Time trial,284Sprint,512One day races
Jonathan  Cantwell,NaN,NaN,NaN,54Climber,241GC,212Time trial,1283Sprint,179One day races
Jeff  Louder, 1.83 m, 73 kg   ,United States,32Climber,289GC,161Time trial,403Sprint,117One day races
Dominik  Nerz, 1.80 m, 67 kg   ,Germany,592Climber,606GC,216Time trial,156Sprint,293One day races
Roger  Kluge, 1.92 m, 83 kg   ,Germany,117Climber,412GC,484Time trial,1348Sprint,441One day races
Oleksandr  Kvachuk, 1.82 m, 68 kg   ,Ukraine,116Climber,225GC,268Time trial,118Sprint,85One day races
Marco  Canola, 1.80 m, 66 kg   ,Italy,698Climber,421GC,159Time trial,1770Sprint,1289One day races
Nicola  Ruffoni, 1.73 m, 70 kg   ,Italy,16Climber,15GC,42Time trial,1166Sprint,258One day races
Frédéric  Gabriel,NaN,NaN,France,76Climber,479GC,56Time trial,570Sprint,305One day races
Simone  Petilli, 1.78 m, 65 kg   ,Italy,405Climber,392GC,39Time trial,145Sprint,410One day races
Olaf  Pollack, 1.85 m, 77 kg   ,Germany,314Climber,539GC,1210Time trial,3176Sprint,631One day races
Brice  Feillu, 1.90 m, 69 kg   ,France,810Climber,999GC,172Time trial,206Sprint,178One day races
René  Andrle, 1.78 m, 70 kg   ,Czech Republic,64Climber,457GC,832Time trial,234Sprint,119One day races
Thomas  Frei, 1.78 m, 71 kg   ,Switzerland,64Climber,188GC,145Time trial,44Sprint,12One day races
Koos  Moerenhout, 1.84 m, 74 kg   ,Netherlands,414Climber,1257GC,995Time trial,942Sprint,824One day races
Mikel  Aristi, 1.80 m, 72 kg   ,Spain,116Climber,53GC,68Time trial,432Sprint,161One day races
Fernando  Gaviria, 1.80 m, 71 kg   ,Colombia,715Climber,131GC,77Time trial,3972Sprint,1440One day races
Jarosław  Marycz, 1.82 m, 69 kg   ,Poland,22Climber,199GC,305Time trial,569Sprint,322One day races
Cyril  Gautier, 1.69 m, 65 kg   ,France,1367Climber,1018GC,95Time trial,856Sprint,1480One day races
Julien  Belgy, 1.75 m, 68 kg   ,France,4Climber,71GC,31Time trial,149Sprint,58One day races
Vegard  Breen, 1.87 m, 74 kg   ,Norway,2Climber,155GC,77Time trial,104Sprint,57One day races
Syver  Wærsted,NaN, 1.92 m,Norway,0Climber,25GC,26Time trial,196Sprint,49One day races
Ken  Hanson, 1.77 m, 74 kg   ,United States,6Climber,19GC,30Time trial,846Sprint,121One day races
Robin  Stenuit, 1.85 m, 77 kg   ,Belgium,0Climber,26GC,0Time trial,628Sprint,375One day races
Andrea  Zordan, 1.76 m, 65 kg   ,Italy,4Climber,86GC,0Time trial,70Sprint,82One day races
Tim  Mertens, 1.84 m, 73 kg   ,Belgium,0Climber,0GC,0Time trial,73Sprint,30One day races
Pavel  Kochetkov, 1.84 m, 70 kg   ,Russia,236Climber,459GC,41Time trial,567Sprint,261One day races
Craig  Lewis, 1.78 m, 65 kg   ,United States,99Climber,147GC,149Time trial,70Sprint,124One day races
Harald  Starzengruber,NaN,NaN,Austria,10Climber,5GC,149Time trial,334Sprint,147One day races
Juan José  Lobato, 1.73 m, 64 kg   ,Spain,544Climber,623GC,50Time trial,2926Sprint,1315One day races
Andrea  Tonti,NaN,NaN,Italy,311Climber,495GC,40Time trial,578Sprint,487One day races
Boy van Poppel, 1.86 m, 78 kg   ,Netherlands,50Climber,347GC,80Time trial,1798Sprint,874One day races
Jakub  Mareczko, 1.69 m, 67 kg   ,Italy,62Climber,261GC,20Time trial,3938Sprint,322One day races
Grischa  Janorschke, 1.87 m, 78 kg   ,Germany,4Climber,39GC,3Time trial,910Sprint,226One day races
Mathieu  Claude, 1.80 m, 69 kg   ,France,66Climber,75GC,5Time trial,258Sprint,179One day races
Emil  Mielke Vinjebo, 1.81 m, 67 kg   ,Denmark,21Climber,126GC,55Time trial,239Sprint,160One day races
Erik  Fetter, 1.90 m, 70 kg   ,Hungary,48Climber,16GC,50Time trial,3Sprint,17One day races
Nikita  Stalnov, 1.76 m, 63 kg   ,Kazakhstan,176Climber,329GC,47Time trial,305Sprint,79One day races
Julius van den Berg, 1.89 m, 78 kg   ,Netherlands,4Climber,111GC,68Time trial,340Sprint,117One day races
Pirmin  Lang, 1.83 m, 73 kg   ,Switzerland,11Climber,63GC,21Time trial,319Sprint,133One day races
Chris  Hamilton, 1.78 m, 70 kg   ,Australia,464Climber,620GC,70Time trial,18Sprint,115One day races
Luke  Rowe, 1.85 m, 72 kg   ,Great Britain,167Climber,431GC,142Time trial,744Sprint,1134One day races
Jens  Wallays, 1.76 m, 64 kg   ,Belgium,0Climber,0GC,3Time trial,41Sprint,26One day races
Giorgio  Orizio,NaN,NaN,Italy,0Climber,0GC,0Time trial,34Sprint,2One day races
Luca  Celli,NaN,NaN,Italy,42Climber,253GC,145Time trial,247Sprint,183One day races
Francesco Manuel  Bongiorno, 1.72 m, 56 kg   ,Italy,554Climber,573GC,23Time trial,272Sprint,414One day races
Frederik  Veuchelen, 1.83 m, 75 kg   ,Belgium,100Climber,383GC,121Time trial,458Sprint,593One day races
Aleksejs  Saramotins, 1.85 m, 75 kg   ,Latvia,142Climber,287GC,768Time trial,1692Sprint,1706One day races
Brent Van Moer, 1.91 m, 79 kg   ,Belgium,174Climber,116GC,137Time trial,99Sprint,101One day races
Edoardo  Affini, 1.92 m, 80 kg   ,Italy,7Climber,147GC,1087Time trial,136Sprint,68One day races
Evgeny  Kobernyak, 1.70 m, 59 kg   ,Russia,12Climber,14GC,0Time trial,25Sprint,7One day races
Omar  Fraile, 1.84 m, 72 kg   ,Spain,1243Climber,491GC,161Time trial,228Sprint,358One day races
Alessandro  Bisolti, 1.75 m, 58 kg   ,Italy,314Climber,437GC,58Time trial,340Sprint,180One day races
Vladimir  Gusev, 1.76 m, 67 kg   ,Russia,734Climber,1780GC,2558Time trial,1030Sprint,1522One day races
Luca  Sterbini, 1.87 m, 72 kg   ,Italy,3Climber,3GC,2Time trial,4Sprint,0One day races
Jesús  del Nero, 1.80 m, 73 kg   ,Spain,170Climber,366GC,441Time trial,532Sprint,338One day races
Sergio  Higuita, 1.66 m, 57 kg   ,Colombia,1739Climber,1004GC,69Time trial,229Sprint,582One day races
Marco  Frapporti, 1.79 m, 69 kg   ,Italy,159Climber,374GC,62Time trial,576Sprint,563One day races
Frekalsi  Debesay,NaN,NaN,Eritrea,64Climber,79GC,128Time trial,332Sprint,63One day races
Patrick  Schelling, 1.73 m, 61 kg   ,Switzerland,299Climber,544GC,192Time trial,278Sprint,191One day races
Rick  Flens, 1.87 m, 82 kg   ,Netherlands,20Climber,411GC,1196Time trial,174Sprint,155One day races
Samuele  Conti, 1.87 m, 68 kg   ,Italy,45Climber,36GC,14Time trial,75Sprint,10One day races
Alexander  Porsev, 1.85 m, 80 kg   ,Russia,103Climber,292GC,205Time trial,2013Sprint,738One day races
Joe  Eldridge, 1.90 m, 84 kg   ,United States,0Climber,0GC,0Time trial,0Sprint,0One day races
Alessandro  Bazzana, 1.80 m, 63.5 kg   ,Italy,40Climber,116GC,20Time trial,889Sprint,277One day races
Gennady  Mikhaylov, 1.88 m, 74 kg   ,Russia,327Climber,282GC,73Time trial,541Sprint,472One day races
Artur  Gajek, 1.89 m, 74 kg   ,Germany,6Climber,11GC,12Time trial,222Sprint,168One day races
Nikolay  Cherkasov, 1.82 m, 68 kg   ,Russia,146Climber,174GC,15Time trial,54Sprint,120One day races
Davide  Ricci Bitti, 1.80 m, 60 kg   ,Italy,7Climber,26GC,44Time trial,59Sprint,8One day races
Mindaugas  Striska,NaN,NaN,Lithuania,0Climber,0GC,0Time trial,67Sprint,33One day races
Christian  Knees, 1.94 m, 81 kg   ,Germany,674Climber,1556GC,598Time trial,864Sprint,962One day races
Darwin Ferney  Pantoja, 1.65 m, 59 kg   ,Colombia,3Climber,6GC,0Time trial,14Sprint,0One day races
Gorka  Verdugo, 1.81 m, 71 kg   ,Spain,488Climber,958GC,207Time trial,186Sprint,250One day races
Jesse  Sergent, 1.89 m, 76 kg   ,New Zealand,41Climber,561GC,2027Time trial,36Sprint,67One day races
Mathieu van der Poel, 1.84 m, 75 kg   ,Netherlands,1420Climber,784GC,454Time trial,1686Sprint,3279One day races
Sepp  Kuss, 1.80 m, 61 kg   ,United States,1921Climber,1168GC,92Time trial,68Sprint,159One day races
Donavan  Grondin, 1.83 m, 77 kg   ,France,4Climber,6GC,2Time trial,45Sprint,46One day races
Stephen  Williams, 1.83 m, 59 kg   ,Great Britain,80Climber,162GC,5Time trial,124Sprint,54One day races
Tobias  Foss, 1.84 m, 74 kg   ,Norway,252Climber,407GC,578Time trial,78Sprint,70One day races
Kevin  Neirynck, 1.83 m, 71 kg   ,Belgium,35Climber,38GC,0Time trial,211Sprint,162One day races
Mateusz  Taciak, 1.78 m, 68 kg   ,Poland,55Climber,705GC,739Time trial,392Sprint,65One day races
Felix  Großschartner, 1.84 m, 64 kg   ,Austria,1470Climber,1823GC,593Time trial,258Sprint,169One day races
Kristian  House,NaN,NaN,Great Britain,43Climber,146GC,90Time trial,564Sprint,62One day races
Neilson  Powless, 1.83 m, 67 kg   ,United States,755Climber,809GC,569Time trial,208Sprint,514One day races
Branislau  Samoilau, 1.88 m, 77 kg   ,Belarus,580Climber,822GC,852Time trial,566Sprint,313One day races
Mark  Donovan, 1.86 m, 70 kg   ,Great Britain,182Climber,154GC,29Time trial,40Sprint,35One day races
Daniel  Teklehaimanot, 1.88 m, 70 kg   ,Eritrea,256Climber,431GC,613Time trial,302Sprint,291One day races
Ángel  Gómez, 1.83 m, 68 kg   ,Spain,63Climber,321GC,6Time trial,128Sprint,119One day races
Lucas  Hamilton, 1.84 m, 71 kg   ,Australia,805Climber,869GC,71Time trial,240Sprint,215One day races
Joeri  Calleeuw, 1.83 m, 71 kg   ,Belgium,17Climber,70GC,11Time trial,409Sprint,112One day races
Job  Vissers,NaN,NaN,Netherlands,12Climber,0GC,0Time trial,82Sprint,31One day races
Long  Jin,NaN,NaN,China,0Climber,0GC,0Time trial,52Sprint,0One day races
Federico  Canuti, 1.82 m, 68 kg   ,Italy,157Climber,216GC,106Time trial,329Sprint,419One day races
Lluís  Mas, 1.81 m, 69 kg   ,Spain,220Climber,358GC,257Time trial,332Sprint,182One day races
Adriano  Angeloni,NaN,NaN,Italy,0Climber,0GC,72Time trial,125Sprint,76One day races
Francis  Mourey, 1.71 m, 62 kg   ,France,93Climber,389GC,55Time trial,322Sprint,242One day races
Simone  Antonini, 1.88 m, 75 kg   ,Italy,11Climber,66GC,12Time trial,41Sprint,50One day races
Yukihiro  Doi, 1.69 m, 58 kg   ,Japan,150Climber,357GC,34Time trial,319Sprint,146One day races
Tristan  Valentin, 1.81 m, 69 kg   ,France,2Climber,125GC,2Time trial,234Sprint,221One day races
Fréderique  Robert, 1.76 m, 68 kg   ,Belgium,2Climber,12GC,0Time trial,658Sprint,252One day races
Jurgen  François,NaN,NaN,Belgium,0Climber,0GC,0Time trial,87Sprint,48One day races
Cristian  Moreni, 1.75 m, 65 kg   ,Italy,1363Climber,488GC,157Time trial,1402Sprint,1560One day races
Chris Anker  Sørensen,NaN,NaN,NaN,1930Climber,1719GC,68Time trial,317Sprint,1313One day races
Benoît  Joachim, 1.88 m, 82 kg   ,Luxembourg,101Climber,598GC,509Time trial,212Sprint,332One day races
Manuele  Boaro, 1.73 m, 64 kg   ,Italy,313Climber,832GC,1266Time trial,355Sprint,252One day races
Simon  Lambert-Lemay, 1.83 m, 81 kg   ,Canada,0Climber,0GC,0Time trial,29Sprint,1One day races
Kenny Van Der Schueren,NaN,NaN,Belgium,0Climber,1GC,1Time trial,81Sprint,19One day races
Cayetano José  Sarmiento, 1.68 m, 58 kg   ,Colombia,250Climber,311GC,33Time trial,106Sprint,45One day races
Przemysław  Kasperkiewicz, 1.82 m, 71 kg   ,Poland,52Climber,63GC,56Time trial,160Sprint,23One day races
Peter Van Petegem, 1.76 m, 70 kg   ,Belgium,446Climber,1178GC,772Time trial,4042Sprint,6662One day races
Jeremy  Vennell,NaN,NaN,New Zealand,64Climber,128GC,459Time trial,391Sprint,15One day races
Matija  Kvasina, 1.80 m, 72 kg   ,Croatia,428Climber,922GC,451Time trial,1065Sprint,496One day races
Hervé  Duclos-Lassalle, 1.74 m, 63 kg   ,France,62Climber,110GC,1Time trial,339Sprint,180One day races
Ralf  Matzka, 1.77 m, 69 kg   ,Germany,25Climber,37GC,25Time trial,546Sprint,237One day races
Dirk  Bellemakers, 1.96 m, 75 kg   ,Netherlands,28Climber,114GC,75Time trial,104Sprint,157One day races
Tomasz  Marczyński, 1.80 m, 70 kg   ,Poland,629Climber,1102GC,138Time trial,451Sprint,454One day races
Iñaki  Isasi, 1.81 m, 70 kg   ,Spain,364Climber,503GC,26Time trial,720Sprint,413One day races
Juan José  Cobo, 1.75 m, 62 kg   ,Spain,1221Climber,1153GC,502Time trial,346Sprint,569One day races
Fred  Rodriguez, 1.78 m, 68 kg   ,United States,655Climber,633GC,152Time trial,4615Sprint,2126One day races
Maxime  Monfort, 1.81 m, 66 kg   ,Belgium,2279Climber,4636GC,2511Time trial,636Sprint,677One day races
Carlos  Verona, 1.86 m, 68 kg   ,Spain,756Climber,926GC,18Time trial,46Sprint,403One day races
Bingen  Fernández, 1.73 m, 61 kg   ,Spain,192Climber,954GC,117Time trial,283Sprint,275One day races
Paolo  Tomaselli,NaN,NaN,Italy,0Climber,0GC,0Time trial,51Sprint,20One day races
Héctor  Carretero, 1.83 m, 67 kg   ,Spain,94Climber,158GC,31Time trial,46Sprint,142One day races
Alessandro De Marchi, 1.81 m, 65 kg   ,Italy,1771Climber,512GC,486Time trial,151Sprint,968One day races
Gregory  Henderson, 1.87 m, 75 kg   ,New Zealand,238Climber,679GC,763Time trial,3064Sprint,823One day races
Allan  Johansen, 1.88 m, 78 kg   ,Denmark,43Climber,405GC,66Time trial,1427Sprint,1230One day races
Daniel  Musiol, 1.82 m, 70 kg   ,Germany,20Climber,57GC,0Time trial,443Sprint,223One day races
Johan  Vansummeren, 1.97 m, 79 kg   ,Belgium,251Climber,1069GC,364Time trial,612Sprint,1128One day races
Hayden  Roulston, 1.86 m, 81 kg   ,New Zealand,99Climber,327GC,595Time trial,595Sprint,393One day races
Denys  Kostyuk, 1.76 m, 66 kg   ,Ukraine,72Climber,497GC,341Time trial,1283Sprint,485One day races
Jonas  Koch, 1.87 m, 75 kg   ,Germany,278Climber,285GC,36Time trial,522Sprint,454One day races
Alexis  Vuillermoz, 1.73 m, 60 kg   ,France,1922Climber,1529GC,98Time trial,266Sprint,1230One day races
Juri  Hollmann, 1.85 m, 70 kg   ,Germany,24Climber,57GC,135Time trial,3Sprint,51One day races
Luca  Barla,NaN,NaN,Italy,2Climber,50GC,12Time trial,130Sprint,32One day races
Cédric  Coutouly, 1.84 m, 72 kg   ,France,42Climber,87GC,7Time trial,618Sprint,340One day races
Daniel  Moreno, 1.73 m, 59 kg   ,Spain,5682Climber,4305GC,476Time trial,1762Sprint,2680One day races
Antonio  Nibali, 1.80 m, 65 kg   ,Italy,110Climber,177GC,0Time trial,12Sprint,28One day races
José Rodolfo  Serpa, 1.78 m, 64 kg   ,Colombia,1104Climber,1758GC,675Time trial,1036Sprint,553One day races
Dylan  Teuns, 1.81 m, 64 kg   ,Belgium,2429Climber,2102GC,456Time trial,658Sprint,1170One day races
Thomas  Degand, 1.76 m, 63 kg   ,Belgium,274Climber,720GC,108Time trial,444Sprint,195One day races
Amaury  Capiot, 1.87 m, 69 kg   ,Belgium,292Climber,172GC,10Time trial,1605Sprint,1462One day races
Romain  Seigle, 1.69 m, 63 kg   ,France,64Climber,188GC,144Time trial,73Sprint,127One day races
Enrico  Rossi,NaN,NaN,Italy,107Climber,95GC,40Time trial,1614Sprint,1085One day races
Robbie  McEwen, 1.71 m, 67 kg   ,Australia,1902Climber,1444GC,160Time trial,13358Sprint,4335One day races
Ildar  Arslanov, 1.85 m, 63 kg   ,Russia,160Climber,308GC,52Time trial,50Sprint,70One day races
Marcello  Pavarin, 1.78 m, 68 kg   ,Italy,18Climber,27GC,1Time trial,190Sprint,194One day races
Fabio  Sacchi, 1.83 m, 68 kg   ,Italy,416Climber,543GC,210Time trial,1838Sprint,1976One day races
Wim De Vocht, 1.88 m, 78 kg   ,Belgium,3Climber,69GC,30Time trial,237Sprint,284One day races
Salvatore  Puccio, 1.82 m, 68 kg   ,Italy,420Climber,477GC,83Time trial,150Sprint,367One day races
Mikel  Gaztañaga,NaN,NaN,Spain,17Climber,10GC,0Time trial,1161Sprint,532One day races
Peter  Williams,NaN,NaN,Great Britain,9Climber,57GC,53Time trial,326Sprint,82One day races
Christoph  Pfingsten, 1.79 m, 69 kg   ,Germany,102Climber,351GC,233Time trial,304Sprint,314One day races
Umberto  Poli,NaN, 1.67 m,Italy,0Climber,12GC,0Time trial,50Sprint,20One day races
Andrea  Fedi, 1.84 m, 70 kg   ,Italy,114Climber,22GC,32Time trial,308Sprint,727One day races
Patrick  Facchini, 1.88 m, 70 kg   ,Italy,82Climber,45GC,2Time trial,171Sprint,92One day races
Sander  Cordeel, 1.87 m, 80 kg   ,Belgium,6Climber,56GC,79Time trial,118Sprint,67One day races
David de la Fuente, 1.75 m, 67 kg   ,Spain,914Climber,600GC,39Time trial,878Sprint,722One day races
Mattia  Pozzo, 1.72 m, 68 kg   ,Italy,44Climber,2GC,43Time trial,182Sprint,15One day races
Eric  Berthou, 1.87 m, 72 kg   ,France,28Climber,120GC,121Time trial,305Sprint,129One day races
Sebastian  Siedler, 1.84 m, 75 kg   ,Germany,8Climber,199GC,107Time trial,2606Sprint,335One day races
Eugenio  Alafaci, 1.87 m, 77 kg   ,Italy,0Climber,130GC,0Time trial,500Sprint,104One day races
Blaž  Jarc, 1.96 m, 87 kg   ,Slovenia,44Climber,34GC,177Time trial,558Sprint,307One day races
Paweł  Poljański, 1.82 m, 63 kg   ,Poland,377Climber,450GC,40Time trial,72Sprint,89One day races
Omar  Bertazzo, 1.83 m, 78 kg   ,Italy,16Climber,6GC,91Time trial,532Sprint,206One day races
Kenny  Dehaes, 1.88 m, 73 kg   ,Belgium,36Climber,230GC,3Time trial,3802Sprint,2880One day races
Juan Mauricio  Soler, 1.90 m, 70 kg   ,Colombia,811Climber,715GC,101Time trial,117Sprint,251One day races
Walter  Proch,NaN,NaN,Italy,5Climber,52GC,10Time trial,171Sprint,47One day races
Tom  Scully, 1.88 m, 85 kg   ,New Zealand,4Climber,155GC,764Time trial,206Sprint,178One day races
Daniel  Oss, 1.91 m, 75 kg   ,Italy,761Climber,695GC,417Time trial,1251Sprint,1262One day races
Luis León  Sánchez, 1.86 m, 73 kg   ,Spain,4126Climber,5530GC,2896Time trial,1755Sprint,1822One day races
Danilo  Napolitano, 1.74 m, 81 kg   ,Italy,278Climber,276GC,8Time trial,6142Sprint,1568One day races
Luca  Solari,NaN,NaN,Italy,177Climber,21GC,26Time trial,447Sprint,755One day races
Gilberto  Simoni, 1.70 m, 59 kg   ,Italy,4472Climber,4428GC,1052Time trial,1980Sprint,1877One day races
Lennard  Kämna, 1.81 m, 65 kg   ,Germany,840Climber,446GC,361Time trial,92Sprint,235One day races
Benjamin  Day, 1.78 m, 68 kg   ,Australia,114Climber,372GC,1184Time trial,323Sprint,46One day races
Yannick  Martinez, 1.76 m, 69 kg   ,France,116Climber,164GC,2Time trial,1288Sprint,615One day races
Andreas  Stokbro, 1.83 m, 70 kg   ,Denmark,45Climber,106GC,36Time trial,316Sprint,157One day races
Ronan  Mclaughlin,NaN,NaN,Ireland,5Climber,11GC,14Time trial,47Sprint,19One day races
Aviv  Yechezkel, 1.75 m, 70 kg   ,Israel,0Climber,0GC,76Time trial,6Sprint,17One day races
Giairo  Ermeti, 1.74 m, 60 kg   ,Italy,70Climber,137GC,74Time trial,694Sprint,466One day races
Fausto  Masnada, 1.82 m, 65 kg   ,Italy,1331Climber,1468GC,154Time trial,88Sprint,563One day races
Brecht  Dhaene, 1.92 m, 73 kg   ,Belgium,22Climber,12GC,2Time trial,76Sprint,40One day races
Maxime  Chevalier, 1.78 m, 60 kg   ,France,58Climber,84GC,41Time trial,11Sprint,87One day races
Alberto  Bettiol, 1.80 m, 69 kg   ,Italy,1236Climber,560GC,578Time trial,252Sprint,1602One day races
Stijn  Ennekens,NaN,NaN,Belgium,0Climber,0GC,8Time trial,34Sprint,2One day races
Matthieu  Boulo, 1.72 m, 62 kg   ,France,17Climber,85GC,142Time trial,107Sprint,86One day races
Ricardo van der Velde,NaN,NaN,Netherlands,15Climber,70GC,28Time trial,224Sprint,33One day races
Gang  Xu, 1.87 m, 69 kg   ,China,30Climber,74GC,0Time trial,131Sprint,5One day races
Alessandro  Bertuola,NaN,NaN,Italy,57Climber,101GC,6Time trial,359Sprint,279One day races
August  Jensen, 1.76 m, 67 kg   ,Norway,92Climber,417GC,48Time trial,1026Sprint,330One day races
Jurgen Van Goolen, 1.83 m, 70 kg   ,Belgium,308Climber,999GC,637Time trial,534Sprint,499One day races
Nicola  Boem, 1.87 m, 75 kg   ,Italy,50Climber,185GC,4Time trial,356Sprint,87One day races
Magnus  Cort, 1.83 m, 68 kg   ,Denmark,1358Climber,769GC,427Time trial,1946Sprint,895One day races
Simon  Gerrans, 1.69 m, 62 kg   ,Australia,2620Climber,2131GC,552Time trial,1933Sprint,4412One day races
